ลําดับ,รหัสหลักสูตร,สถาบัน,วิทยาเขต,คณะ,หลักสูตร,แขนง/วิชาเอก,โครงการ,รูปแบบ,PAT,"รหัส
รับรวม",รับ,สมัคร,ผาน,"ยืนยัน
สิทธิ์","อัตราการ
แขงขัน",คะแนนสูงสุด,คะแนนต่ําสุด
88,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร,"สาขาวิชารัฐ
ประศาสนศาสตร
เลือกสอบวิชา
ภาษาจีน",Admission1,,2434,56,39,10,10,1 : 0.7,88.3333,77.6
89,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร,"สาขาวิชารัฐ
ประศาสนศาสตร
เลือกสอบวิชา
ภาษาญี่ปุน",Admission1,,2434,56,48,9,9,1 : 0.86,86.8,77.5013
90,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร,"สาขาวิชารัฐ
ประศาสนศาสตร
เลือกสอบวิชาภาษา
บาลี",Admission1,,2434,56,88,20,19,1 : 1.57,86.1333,78
91,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร,"สาขาวิชารัฐ
ประศาสนศาสตร
เลือกสอบวิชาภาษา
ฝรั่งเศส",Admission1,,2434,56,85,8,7,1 : 1.52,84,77.2667
92,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร,"สาขาวิชารัฐ
ประศาสนศาสตร
เลือกสอบวิชาภาษา
อาหรับ",Admission1,,2434,56,3,0,0,1 : 0.05,0,0
93,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,รัฐประศาสนศาสตร,"สาขาวิชารัฐ
ประศาสนศาสตร
พื้นฐานวิทยาศาสตร",Admission2,,,8,247,11,8,1 : 30.88,22052.34,20800.2
94,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,การปกครอง,"สาขาวิชาการ
ปกครอง พื้นฐาน
ศิลปศาสตร
(รูปแบบที่ 1)",Admission2,,,16,380,17,16,1 : 23.75,25814.94,24346.54
95,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,"สังคมวิทยาและ
มานุษยวิทยา","สาขาวิชาสังคม
วิทยาและ
มานุษยวิทยา
พื้นฐานศิลปศาสตร
(รูปแบบที่ 1)",Admission2,,,16,356,17,16,1 : 22.25,25740.1,24352
96,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,"ความสัมพันธ
ระหวางประเทศ","สาขาวิชา
ความสัมพันธ
ระหวางประเทศ
พื้นฐานศิลปศาสตร
(รูปแบบที่ 2) เลือก
สอบวิชาภาษาเกาหลี",Admission2,PAT7.7,2441,19,108,4,2,1 : 5.68,25856.94,25313.4
97,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,"ความสัมพันธ
ระหวางประเทศ","สาขาวิชา
ความสัมพันธ
ระหวางประเทศ
พื้นฐานศิลปศาสตร
(รูปแบบที่ 2) เลือก
สอบวิชา
ภาษาเยอรมัน",Admission2,PAT7.2,2441,19,53,2,2,1 : 2.79,25102.5,24349.74
98,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,"ความสัมพันธ
ระหวางประเทศ","สาขาวิชา
ความสัมพันธ
ระหวางประเทศ
พื้นฐานศิลปศาสตร
(รูปแบบที่ 2) เลือก
สอบวิชาภาษาจีน",Admission2,PAT7.4,2441,19,104,0,0,1 : 5.47,0,0
99,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,"ความสัมพันธ
ระหวางประเทศ","สาขาวิชา
ความสัมพันธ
ระหวางประเทศ
พื้นฐานศิลปศาสตร
(รูปแบบที่ 2) เลือก
สอบวิชาภาษาญี่ปุน",Admission2,PAT7.3,2441,19,94,0,0,1 : 4.95,0,0
100,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,"ความสัมพันธ
ระหวางประเทศ","สาขาวิชา
ความสัมพันธ
ระหวางประเทศ
พื้นฐานศิลปศาสตร
(รูปแบบที่ 2) เลือก
สอบวิชาภาษาบาลี",Admission2,PAT7.6,2441,19,113,7,7,1 : 5.95,24872.64,24248.04
101,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,"ความสัมพันธ
ระหวางประเทศ","สาขาวิชา
ความสัมพันธ
ระหวางประเทศ
พื้นฐานศิลปศาสตร
(รูปแบบที่ 2) เลือก
สอบวิชาภาษา
ฝรั่งเศส",Admission2,PAT7.1,2441,19,137,8,8,1 : 7.21,25847.04,24141.9
102,10010124903201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะรัฐศาสตร,หลักสูตรรัฐศาสตรบัณฑิต,"ความสัมพันธ
ระหวางประเทศ","สาขาวิชา
ความสัมพันธ
ระหวางประเทศ
พื้นฐานศิลปศาสตร
(รูปแบบที่ 2) เลือก
สอบวิชาภาษาอาหรับ",Admission2,PAT7.5,2441,19,10,0,0,1 : 0.53,0,0
103,10010125400201A,จุฬาลงกรณมหาวิทยาลัย,วิทยาเขตหลัก,คณะสถาปตยกรรมศาสตร,"หลักสูตรการออกแบบอุตสาหกรรม
บัณฑิต สาขาวิชาการออกแบบ
อุตสาหกรรม",,,Admission1,,,30,85,30,30,1 : 2.83,52.7667,32.6
